Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
ita,Italy,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-93.46335602,-1100.653565,-1194.117798,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1.893725038,-0.466623098,-2.359454393,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,21.07986069,23.51519775,44.59506226,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-28.80278778,-15.57743263,-44.37627411,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-8.507326126,-16.39288712,-24.90019798,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,347.6958008,68.2433548,415.9392395,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,66.70141602,-3.562493324,63.1391449,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-23.28609848,49.36978912,26.08342171,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-64.72605896,-125.6866608,-190.4126587,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,9.119323731,-6.585249424,2.534206629,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-7.818172932,-14.34992027,-22.1681366,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,129.0325775,-734.0410767,-605.0076904,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,20.29958344,60.65713882,80.95709229,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,2.80456543,117.4572907,120.259613,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-111.9758759,-248.0322723,-360.0080566,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-66.8283844,-244.5677185,-311.395752,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,8.475957871,-1.760595799,6.71536541,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-14.99167824,-10.37905693,-25.37074471,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-17.5923214,-49.8458519,-67.43816376,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,29.1236763,52.7670784,81.89077759,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-690.5969849,-1245.695557,-1936.291992,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,172.9058228,-125.6053467,47.3004837,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,3.909495354,-6.02445364,-2.114951134,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-16.74964523,-22.8124733,-39.56210327,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-123.2072907,-244.6833191,-367.8905945,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,14.47230911,-10.3046217,4.167674065,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-12.74304676,-5.961423874,-18.70449066,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-64.20986176,-65.98989868,-130.1996613,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-17.44087029,-135.4039154,-152.8447571,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-0.973342955,-6.504405975,-7.477743149,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-52.79459381,-160.3324585,-213.1270142,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-4.601616859,-1.257692218,-5.859326839,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-21.40762138,-6.500887871,-27.9086895,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-822.4279175,-1137.752319,-1960.18042,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1027.133179,-2597.07959,-3624.211426,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-64.75009155,-910.0500488,-974.8461914,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-49.45236206,-90.38871002,-139.841095,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-207.5852509,-955.8071289,-1163.391846,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-37.01943588,-37.27154541,-74.29100037,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-148.7724304,-706.2866211,-855.059082,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-42.24059296,-102.4517059,-144.6922302,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-260.2538452,-4273.530273,-4533.78418,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1183.964844,-6868.162109,-8052.131836,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-72.05883026,-45.96897888,-118.0278931,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-70.02817535,-316.4715576,-386.4995728,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-708.1459961,-6561.119141,-7269.266113,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-497.0678406,-358.0432434,-855.1108398,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-447.9538574,-448.3222351,-896.2762451,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-227.2175293,-613.024292,-840.2415772,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-189.8332825,-190.8056793,-380.6390381,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-65.59240723,-74.3946228,-139.9869537,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-191.6530609,-188.1838532,-379.8370361,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-129.9204712,-85.90670776,-215.8272247,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-173.1211243,-189.4849396,-362.6058044,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-60.4956665,-92.69110107,-153.1868439,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-69.91914368,-286.9554138,-356.8746033,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-371.3993225,-570.114502,-941.5141602,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-44.39746475,-55.20554352,-99.60300446,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-458.1715088,-171.1670075,-629.3261719,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-487.3129883,-157.4745483,-644.7873535,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1931.9823,-3769.866699,-5701.848633,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-173.4056702,-145.4922791,-318.8979492,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-32.04029465,-56.19651794,-88.30410004,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-168.0309296,-112.265976,-280.2969971,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-19.98213577,-4.590989113,-24.57313919,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-204.6099548,-39.52618408,-244.1350708,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-29.31636429,-35.75719833,-65.07355499,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-125.9807282,-56.51072693,-182.4914398,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1.602385521,-9.577619553,-11.17999935,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-25.47468376,-38.11883545,-63.59351349,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-351.6626587,-223.0897522,-574.7523804,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,1.40942812,-2.709177494,-1.299746752,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,47.71539307,-56.80616379,-9.970238686,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-11.13617134,-88.28614044,-99.43419647,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-32.25869751,-21.86540222,-54.12414551,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-9.661373138,-11.52050591,-21.18190384,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-6.504620552,3.596877575,-2.902486563,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-92.61277771,-58.50550842,-151.1182098,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,2.089500904,-4.085514069,-1.996026397,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-786.9213867,-1237.942139,-2024.864258,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-90.80555725,-56.17118835,-146.9768066,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-45.32736969,-17.44073296,-62.76803589,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-19.31368637,-8.328320503,-27.64201355,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-13.43464756,-15.26373291,-28.6983757,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-123.2849655,-121.7729492,-245.0579529,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-17.01691437,-30.50756264,-47.52449799,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-0.393641174,-1.824474812,-2.218116999,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-2.818499804,-8.685829163,-11.50433731,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-2.026092053,-295.1467896,-297.1730347,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,-1.875607252,-1.041751146,-2.917356014,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),3.5,MPI-ESM1-2-LR,Lancet,0.029850952,-0.004143674,0.025707193,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-100.7285156,-1815.402954,-1916.131348,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,229.3616333,-75.02227783,154.3392792,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,15.77339649,-122.1493225,-106.3758774,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-35743.34375,-126528.3516,-162271.7344,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-313.6722717,-352.7303772,-666.4022827,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-250.2090912,-11926.30078,-12176.80664,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-127.6980743,-4715.977539,-4843.674805,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-24.45281792,-39.52204132,-63.97486496,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-134.8096466,-4486.692871,-4621.407715,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-36.32304764,-200.5973663,-236.9203949,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-19.66194153,-103.9824905,-123.6443787,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-638.2023926,-367.1991272,-1005.40155,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-5989.657227,-9368.749023,-15358.4082,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-285.265564,-155.2682495,-440.5337219,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1033.379395,-3729.643311,-4763.02002,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1387.38562,-2224.748291,-3612.133789,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-89.49440765,-1191.180542,-1280.674561,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1976.667481,-8958.035156,-10934.70117,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-3491.184082,-4138.416992,-7629.599609,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1313.200684,-658.9839478,-1972.166382,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-412.0705261,102.6740875,-309.3965454,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-2960.810547,-10094.78906,-13055.59863,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-51646.80469,-61410.14453,-113056.8984,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-750.5940552,-131.4562683,-882.0501709,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-23040.29883,-6655.354981,-29695.65234,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-291.3146362,-293.9713745,-585.2855835,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-13.62063885,-3.150083542,-16.77072144,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-175.7912903,-2259.283203,-2435.073731,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,1797.74646,-38518.57422,-36720.80469,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-804.8126221,-3169.311035,-3974.122559,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-13.03315544,-3.262240887,-16.29496193,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,255.7451019,-1248.657227,-992.911377,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-158.0977936,-90.08450317,-248.182312,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1965.531006,-9568.083984,-11534.22363,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,62.69309235,-202.9642181,-140.2710114,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-269.4037781,-2100.976563,-2370.380127,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,74.98556519,-196.26297,-121.2772217,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-73.58709717,-323.5036621,-397.0757446,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-110.3503571,-503.2879944,-613.6386108,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,30.2948761,-64.84262085,-34.54769516,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-441.2218323,-2181.749023,-2622.970459,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-6.025931835,-95.838974,-101.8648987,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,9.598256111,-59.37926483,-49.78100586,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-74.02574158,-170.266922,-244.2926941,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-3.884005785,-74.45111847,-78.3351059,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-12.95705795,-84.21166992,-97.1687088,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-43.95968247,-142.7006836,-186.6604004,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-30.33709908,-63.27547455,-93.61257172,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-15.82146645,-6.967801094,-22.78926849,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-70.17897034,-84.57487488,-154.7538757,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-0.860722303,12.44625187,11.58554077,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-12.29598808,-8.496307373,-20.79228973,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,7.176539421,-45.08917999,-37.91258621,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-13.81338024,-88.95639038,-102.7697983,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-262.0977478,-445.8737183,-707.9713135,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,12.95761204,-23.81929207,-10.86146259,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-11.1042881,205.1838532,194.2286682,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,23.71241188,14.79082298,38.50326157,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-13.58402157,-21.93151474,-35.51551056,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-11.14737892,-52.34142685,-63.48876953,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,14.7962904,21.42065811,36.21699524,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,106.7947846,-49.72386932,57.07108307,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-14.91244507,6.058469772,-8.853979111,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,31.471035,71.53237152,103.0025635,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,422.8311768,-238.6360169,184.1946869,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,128.7713318,125.0209503,253.7891083,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-63.13555527,28.16563606,-34.96970367,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,23.39750862,-23.24808121,0.149334788,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-32.4913559,-18.66077232,-51.15367508,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-38.47824478,-776.4867554,-814.9733276,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-1.609245896,-0.65829581,-2.267485619,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,24.2959919,27.60705948,51.90299225,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-31.18517494,-14.94526196,-46.12945938,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-8.886735916,-14.15576172,-23.04249191,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,397.3365479,84.69261932,482.02948,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,92.37617493,63.62656021,156.0033264,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-32.4435997,17.32734489,-15.11638641,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),3.5,BCC-CSM2-MR,Lancet,-32.5387764,-42.30822754,-74.84712219,172184.9273,189773.4844
