Country,Name,Region,Scenario,Degrees,GCM,Welfare Component,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-4.474733353,-28.95199966,-33.42673874,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-112.0827789,-100.8605042,-212.9432983,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1522.24585,-4622.981445,-6145.228516,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-60.84485245,-45.52769852,-106.372551,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-265.4281311,-1600.18103,-1865.609375,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-370.1838379,-1247.576904,-1617.760986,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-23.08850861,-375.1521606,-398.2406616,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-373.2228699,-2164.625244,-2537.8479,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-721.6411743,-1184.143799,-1905.784668,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-213.5207367,-159.9342651,-373.4546509,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-62.40939331,21.15353775,-41.25589752,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-522.4194946,-2338.62915,-2861.048828,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-9724.958984,-15033.53906,-24758.49414,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-124.9026337,-32.5061264,-157.408783,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3074.703857,-1301.066773,-4375.768555,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-93.60813904,-219.5186768,-313.126709,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.404967308,-1.443084478,-4.84804821,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-59.02587891,-859.4003906,-918.4263916,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,235.0909424,-12392.73047,-12157.63965,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-165.0200806,-1053.148682,-1218.168579,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-2.649307251,-1.022041917,-3.671349049,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,7.896319866,-763.5116577,-755.6151733,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-42.07639313,-36.15074158,-78.22714996,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1026.232056,-5808.392578,-6834.625,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,12.77795219,-71.27843475,-58.50050736,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-102.3042069,-1023.906677,-1126.210815,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-2.065933228,-170.8757629,-172.9415894,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-33.07517242,-141.0769653,-174.1522064,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-45.96121979,-266.9877014,-312.9489441,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,0.994800329,-51.32424545,-50.32945633,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-142.3827515,-1269.054443,-1411.437256,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.98288846,-59.84590912,-63.8287735,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-20.84828186,-137.5457764,-158.3940582,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-32.28084564,-105.5980606,-137.8789215,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-11.69662094,-72.11647034,-83.81305695,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-15.34192753,-90.15963745,-105.5015564,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-26.97351837,-226.5997009,-253.5732575,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-13.14573288,-76.44917297,-89.59490967,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.574498653,-4.698953152,-8.273448944,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-52.5324173,-156.3782349,-208.910614,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-35.42616272,-32.26152039,-67.68766785,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-7.116496086,-45.72780609,-52.84429169,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.006901741,-428.6685486,-433.675293,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.920660019,-112.0037994,-117.9244385,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-120.2789917,-476.7648926,-597.0438232,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.460550308,-30.84695244,-34.3074646,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-11.02821159,54.90277863,43.8746376,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,2.554344177,-5.829965591,-3.275653124,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.18492794,-12.89675522,-18.08167839,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-4.781498432,-30.62807083,-35.40956879,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,0.483495355,-4.871921539,-4.388399124,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,19.13661575,-23.43228149,-4.295658112,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.899313688,0.929319143,-2.969999313,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,3.318312168,15.33211994,18.65042496,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,70.45427704,-146.9104919,-76.45554352,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-20.30999947,-126.9205322,-147.230896,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-45.81337738,-50.14784622,-95.96124268,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,1.865448713,-29.2509613,-27.38550186,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-10.11784458,-7.451348305,-17.5691185,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-39.82552338,-396.4268494,-436.2521362,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-0.830725908,-1.250262976,-2.080993652,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,4.641976833,5.965152741,10.60713196,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-7.126923561,-6.731193543,-13.85813236,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-2.245046139,-9.398934364,-11.6439743,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,78.68231964,-3.268484116,75.41391754,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,9.660326004,-27.08859634,-17.42818451,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-19.19359016,-33.71764374,-52.911232,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-23.69696236,-55.25141144,-78.94873047,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,1.46477437,-3.39160347,-1.926806212,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-2.671540737,-6.255056381,-8.926600456,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.876729012,-489.7782593,-493.6549988,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-0.308253169,6.566202164,6.258169174,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-21.71542549,-14.80731297,-36.52264404,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-33.28282929,-84.42900848,-117.7119751,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-19.55911636,-92.21173859,-111.7708664,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,2.184556484,-0.655697107,1.528856754,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.211655617,-5.641046524,-10.85270405,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-4.725723267,-15.16355896,-19.88927269,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,4.204584599,11.0800972,15.28467941,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-235.0157776,-743.4758301,-978.491394,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,25.30763245,-67.54747009,-42.23983002,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,0.21796678,-3.312538147,-3.094568014,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.803470612,-10.70590305,-16.50937462,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-34.61444092,-118.2043381,-152.8187561,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,3.476426363,-4.460433006,-0.984000802,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-3.019804716,-2.639610291,-5.659413338,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-19.26994133,-32.10255432,-51.37245941,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-4.998988152,-50.06639099,-55.06536865,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.252348304,-3.529824972,-4.782173157,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-14.95505524,-76.20330048,-91.15834045,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-2.837743998,-6.570918083,-9.408659935,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.25906229,-1.198502779,-6.457559586,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-198.8226624,-325.8317871,-524.654541,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-243.5933685,-722.4178467,-966.0112305,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-28.03712845,-504.9093018,-532.946228,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-14.96329689,-46.60030365,-61.56363678,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-51.70634842,-286.1487122,-337.855072,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-16.77233124,-68.38961792,-85.16194916,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-32.41882324,-158.3384857,-190.7572632,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-18.93916321,-53.63547516,-72.574646,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-63.40183258,-1081.371094,-1144.772705,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-259.3363342,-1714.482788,-1973.819824,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-16.7759552,-24.51408386,-41.29003143,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-93.37306213,-336.6366577,-430.0099793,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-156.6063232,-1264.348999,-1420.955689,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-89.6269989,-69.28368378,-158.9107056,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-121.1125183,-161.4733124,-282.585907,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-64.82881928,-289.4984741,-354.3271484,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-65.20625305,-113.5364075,-178.7426605,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-15.74841499,-26.41508102,-42.1634903,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-53.23032379,-70.68688202,-123.9172211,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-38.7601471,-66.95602417,-105.7161865,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-36.41749954,-56.75993347,-93.17743683,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-29.97450638,-62.85201263,-92.82655335,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-53.4230423,-290.137146,-343.5601196,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-139.1654205,-479.4813843,-618.6467896,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-13.23390102,-27.79824829,-41.03212738,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-86.78974152,-49.77044296,-136.5601502,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-69.76664734,-34.84085846,-104.60746,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-541.9558106,-2355.17334,-2897.126465,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-22.69444656,-35.6159668,-58.31041718,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-10.99407005,-40.9730835,-51.96715546,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-42.31235123,-51.04990768,-93.36222839,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-8.176967621,-3.2683599,-11.44532681,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-39.772789,-11.45181942,-51.22458649,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-12.5412674,-20.84449959,-33.38576126,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-63.56149292,-86.22341919,-149.7850037,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.141649485,-8.418328285,-9.559978485,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-9.448862076,-25.76661301,-35.21546173,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-177.1873779,-101.1862412,-278.3735962,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.42332089,-3.736320972,-5.159640789,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,4.394064426,-31.06215668,-26.66812515,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-13.16477776,-64.34688568,-77.51164246,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-10.22424889,-13.36584473,-23.59009743,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-21.83335495,-9.325087547,-31.15844154,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.886957765,-25.35830307,-27.24525452,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-49.36455154,-34.037117,-83.40167236,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.560401559,-2.175337076,-3.735740185,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-144.0344849,-390.8126221,-534.847229,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-68.79443359,-61.69758987,-130.4920197,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-18.72231484,-17.89741898,-36.61974716,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-15.19918633,-21.71406174,-36.91324234,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-12.36112022,-15.82668495,-28.1878109,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-36.05413818,-59.8622818,-95.9164505,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-5.030569077,-20.88314819,-25.91371155,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.07655859,-3.287482023,-4.364041328,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-1.957801223,-8.494621277,-10.45242214,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-10.02425098,-264.9730835,-274.9975586,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,-0.579316437,-0.480793983,-1.060110092,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),2.5,GFDL-ESM4,EV_total,Lancet,0.00667893,-0.004086534,0.002592427,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),2.5,HadGEM3-GC31-LL,EV_total,Lancet,-33.63386536,-599.2583008,-632.8924561,1141812.726,1189179.25
